sample_id	contig_id	Prediction_tool	Product_class	BGC_probability	BGC_complete	BGC_start	BGC_end	BGC_length	CDS_count	domain_array	backbone_class
GCF_011140555.1	contig_32	deepBGC		0.50487		7255	8053	798	1	PF08003|PF08241|PF08242|PF13489|PF13649|PF13847	Unknown
GCF_011140555.1	contig_32	deepBGC		0.60027		66666	76966	10300	9	PF00106|PF00398|PF00920|PF01073|PF01081|PF01135|PF01370|PF01416|PF02719|PF03739|PF04321|PF07719|PF07993|PF08238|PF08659|PF13460|PF13489|PF13561|PF13649|PF13847|PF16363	RiPP
GCF_011140555.1	contig_32	deepBGC	NRP	0.62509		78989	83311	4322	4	PF00107|PF01262|PF01501|PF02685|PF02826|PF03446|PF08240	NRPS_like
GCF_014497025.1	contig_3	deepBGC	Saccharide	0.66075		37694	46262	8568	7	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF02784|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13579|PF13649|PF13679|PF13692|PF13847	Terpene
GCF_011140925.1	contig_3	deepBGC		0.69024		38706	47285	8579	7	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF02353|PF02784|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13649|PF13679|PF13692|PF13847	Terpene
GCF_040820845.1	contig_36	antiSMASH	Terpene-precursor		No	1	11070	11070	14	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_024406795.1	contig_5	deepBGC		0.53618		38952	39210	258	1	PF00133|PF01406|PF09334	Unknown
GCA_024406795.1	contig_7	deepBGC		0.65326		19772	33745	13973	17	PF00106|PF00266|PF00268|PF00398|PF00920|PF01041|PF01073|PF01081|PF01135|PF01370|PF01416|PF02719|PF03739|PF04321|PF05050|PF07719|PF07993|PF08238|PF08659|PF13460|PF13561|PF13649|PF13847|PF16363	RiPP
GCF_011140365.1	contig_24	deepBGC		0.85135		39004	53662	14658	16	PF00133|PF00534|PF01135|PF01209|PF01406|PF01588|PF01596|PF02353|PF02784|PF03061|PF03235|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF10482|PF10579|PF12847|PF13439|PF13489|PF13649|PF13679|PF13692|PF13847	Terpene
GCF_011140365.1	contig_9	deepBGC		0.50096		2443	2743	300	1	PF07883	Unknown
GCA_040862325.1	contig_10	antiSMASH	Terpene-precursor		No	1	75913	75913	81	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_014498545.1	contig_15	antiSMASH	Terpene-precursor		No	1	9353	9353	13	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_040820915.1	contig_104	deepBGC		0.68006		50	4520	4470	5	PF00268|PF00398|PF01073|PF01135|PF01370|PF01416|PF02719|PF03739|PF04321|PF07993|PF08659|PF13460|PF13489|PF13649|PF13847|PF16363	RiPP
GCF_040820915.1	contig_107	deepBGC	Polyketide	0.63487		222	4230	4008	4	PF00106|PF01073|PF01370|PF01488|PF02169|PF02719|PF03349|PF03435|PF04321|PF05368|PF07993|PF08659|PF13460|PF16363	Unknown
GCF_040820915.1	contig_110	deepBGC		0.5428		660	2058	1398	1	PF02521	Unknown
GCF_040820915.1	contig_15	deepBGC		0.77706		0	1977	1977	3	PF00069|PF07714|PF13672	Unknown
GCF_040820915.1	contig_26	deepBGC	Saccharide	0.68603		37537	46104	8567	7	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF02784|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13579|PF13649|PF13679|PF13692|PF13847	Terpene
GCF_040820915.1	contig_26	deepBGC		0.55319		50435	52181	1746	2	PF03235|PF07510	Unknown
GCF_040820915.1	contig_38	deepBGC	Polyketide	0.64185		5215	17172	11957	12	PF00108|PF00109|PF01144|PF01219|PF01869|PF01968|PF02538|PF02667|PF02803|PF03606|PF03806|PF05378|PF08882|PF09982|PF13336	PKS
GCF_040820915.1	contig_6	deepBGC		0.51131		2235	3426	1191	1	PF01501	NRPS_like
GCF_040820915.1	contig_64	deepBGC	Polyketide	0.54998		4624	6824	2200	2	PF00109|PF01039|PF02801|PF03255	PKS
GCF_040820915.1	contig_67	deepBGC		0.52111		104	521	417	1	PF01029	Unknown
GCF_040820915.1	contig_73	deepBGC		0.62299		5498	6491	993	1	PF00108|PF00195|PF07451|PF08541|PF08545	Unknown
GCF_040820915.1	contig_93	deepBGC	NRP	0.56765		3146	5516	2370	2	PF00107|PF01262|PF01501|PF02826|PF03446|PF08240	NRPS_like
GCA_024406375.1	contig_11	deepBGC	Other	0.73639		127827	132915	5088	4	PF00133|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13489|PF13649|PF13679|PF13847	Terpene
GCA_024406375.1	contig_3	deepBGC		0.51743		34079	34379	300	1	PF07883	Unknown
GCA_024406375.1	contig_6	deepBGC	RiPP	0.61979		1	127	126	1	PF00005|PF02463|PF13476|PF13555	RiPP
GCA_024406375.1	contig_6	deepBGC	RiPP	0.60257		2075	3398	1323	1	PF02624	RiPP
GCF_040821395.1	contig_105	deepBGC		0.80567		51	4521	4470	5	PF00268|PF00398|PF01073|PF01135|PF01370|PF01416|PF02719|PF03739|PF04321|PF07993|PF08659|PF13460|PF13489|PF13649|PF13847|PF16363	RiPP
GCF_040821395.1	contig_110	deepBGC	Terpene	0.61009		2	4683	4681	5	PF00884|PF03544|PF04909|PF13088	Terpene
GCF_040821395.1	contig_14	deepBGC		0.55475		2	1049	1047	1	PF01501	NRPS_like
GCF_040821395.1	contig_48	deepBGC	NRP	0.60823		0	4726	4726	4	PF00107|PF01262|PF01501|PF02685|PF02826|PF03446|PF08240	NRPS_like
GCF_040821395.1	contig_48	deepBGC	Polyketide	0.567		5405	11100	5695	5	PF00106|PF00479|PF00515|PF00920|PF01081|PF01370|PF02781|PF07719|PF08238|PF08659|PF13561	Unknown
GCF_040821395.1	contig_54	deepBGC	Polyketide	0.79821		378	3891	3513	5	PF00106|PF00109|PF00550|PF01039|PF02801|PF03255|PF08659|PF10501|PF13561|PF14573|PF16320	PKS
GCF_040821395.1	contig_6	deepBGC	Polyketide	0.52026		59	1205	1146	1	PF00083|PF06779|PF07690	Unknown
GCF_040821395.1	contig_68	deepBGC		0.60355		4199	4985	786	1	PF08003|PF08241|PF08242|PF13489|PF13649|PF13847	Unknown
GCF_040821395.1	contig_97	deepBGC		0.5769		21	1299	1278	3	PF02492|PF07883	Unknown
GCF_040821885.1	contig_37	antiSMASH	Terpene-precursor		No	1	10192	10192	14	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_024412135.1	contig_14	deepBGC		0.52167		7228	8014	786	1	PF08003|PF08241|PF08242|PF13489|PF13649|PF13847	Unknown
GCA_024412135.1	contig_14	deepBGC	Other	0.63033		11147	12317	1170	1	PF01135|PF01209|PF01555|PF01596|PF02353|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF12847|PF13489|PF13649|PF13679|PF13847	Terpene
GCF_011140875.1	contig_11	antiSMASH	Terpene-precursor		No	1	76744	76744	74	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_040821775.1	contig_44	antiSMASH	Terpene-precursor		No	1	56543	56543	60	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|Peptidase_M50|QueE	Terpene
GCF_003639965.1	contig_23	antiSMASH	Terpene-precursor		No	1	8256	8256	12	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_040821655.1	contig_3	deepBGC	NRP	0.60043		190	13986	13796	7	PF00278|PF00425|PF00795|PF01063|PF01817|PF02691|PF02784|PF03077|PF03797|PF09924|PF13664	Unknown
GCF_040821655.1	contig_6	deepBGC	Polyketide	0.60549		18853	20693	1840	2	PF00106|PF01370|PF07719|PF08238|PF08659|PF13561	Unknown
GCF_040821655.1	contig_6	deepBGC		0.69294		25874	31703	5829	9	PF00155|PF00266|PF00268|PF00398|PF01041|PF01135|PF05050|PF10422|PF13489|PF13649|PF13847	RiPP
GCF_040821655.1	contig_66	deepBGC		0.63461		3569	4355	786	1	PF08003|PF08241|PF08242|PF13489|PF13649|PF13847	Unknown
GCF_040821655.1	contig_83	deepBGC		0.63277		93	2127	2034	2	PF00108|PF00195|PF02504|PF07451|PF08541|PF08545	Unknown
GCF_040821655.1	contig_85	deepBGC		0.57479		243	3497	3254	4	PF01075|PF03070|PF03767|PF04264|PF13344|PF13419	Unknown
GCF_040821655.1	contig_88	deepBGC	Polyketide	0.60313		469	3694	3225	3	PF01361|PF06779|PF07690|PF13454|PF14552	Unknown
GCF_040821655.1	contig_92	deepBGC	Polyketide	0.54763		201	1361	1160	2	PF01925|PF07690|PF13347|PF17561	Unknown
GCA_040860985.1	contig_19	antiSMASH	Terpene-precursor		No	1	8204	8204	12	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_040821295.1	contig_27	deepBGC		0.61872		1	520	519	1	PF01531	Unknown
GCF_040821295.1	contig_37	deepBGC	Polyketide	0.90169		1125	9883	8758	9	PF00106|PF00266|PF00268|PF00398|PF01041|PF01073|PF01135|PF01370|PF01416|PF02719|PF03739|PF04321|PF07993|PF08659|PF13489|PF13561|PF13649|PF13847|PF16363	RiPP
GCF_040821295.1	contig_54	deepBGC		0.6859		37658	44379	6721	6	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13649|PF13679|PF13692|PF13847	Terpene
GCF_003639685.1	contig_14	antiSMASH	Terpene-precursor		Yes	8415	29326	20912	23	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_024412355.1	contig_15	antiSMASH	Terpene-precursor		No	1	59999	59999	58	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_024406955.1	contig_20	antiSMASH	Terpene-precursor		No	1	101164	101164	105	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_014498125.1	contig_15	deepBGC	Other	0.61308		37657	40939	3282	2	PF00133|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13489|PF13649|PF13679|PF13847	Terpene
GCF_014496965.1	contig_18	deepBGC	RiPP	0.52255		5577	8369	2792	2	PF00005|PF01636|PF13175|PF13304|PF13476|PF13575	Unknown
GCF_014496965.1	contig_7	deepBGC	Saccharide	0.8069		37853	46907	9054	8	PF00133|PF00534|PF01135|PF01209|PF01406|PF01588|PF02353|PF02784|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13579|PF13649|PF13679|PF13692|PF13847|PF15919	Terpene
GCF_014498245.1	contig_17	antiSMASH	Terpene-precursor		No	1	8432	8432	12	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_011175135	contig_9	GECCO	Unknown	0.9946316123248006		95808	99177	3369	5	PF01041|PF06306	Unknown
GCF_003639725.1	contig_28	deepBGC		0.65952		37907	46489	8582	7	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF02784|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13649|PF13679|PF13692|PF13847	Terpene
GCF_003639725.1	contig_28	deepBGC		0.52659		52611	53112	501	1	PF04886	Unknown
GCA_040861285.1	contig_7	antiSMASH	Terpene-precursor		No	1	61863	61863	64	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|Peptidase_M50|QueE	Terpene
GCF_014497825	contig_1	GECCO	Unknown	0.99473438929949		102326	105517	3191	5	PF01041|PF06306	Unknown
GCF_015904225.1	contig_18	deepBGC		0.51419		2594	3698	1104	1	PF01501	NRPS_like
GCF_015904225.1	contig_7	deepBGC	NRP	0.58436		2	4396	4394	4	PF00107|PF01262|PF01501|PF02685|PF02826|PF03446|PF08240	NRPS_like
GCF_015904225.1	contig_7	deepBGC		0.53875		5075	8884	3809	3	PF00479|PF00920|PF01081|PF02781	Unknown
GCF_015904225.1	contig_7	deepBGC	Polyketide	0.53354		10068	10821	753	1	PF00106|PF01370|PF08659|PF13561	Unknown
GCF_015904225.1	contig_7	deepBGC		0.64324		15906	16536	630	1	PF00398|PF01135|PF13489|PF13649|PF13847	RiPP
GCF_015904225.1	contig_7	deepBGC		0.75334		70838	79416	8578	7	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF02353|PF02784|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13649|PF13679|PF13692|PF13847	Terpene
GCF_040821045.1	contig_1	deepBGC		0.55991		4021	4807	786	1	PF08003|PF08241|PF08242|PF13489|PF13649|PF13847	Unknown
GCF_040821045.1	contig_19	deepBGC	Polyketide	0.67996		364	3877	3513	5	PF00106|PF00109|PF00550|PF01039|PF02801|PF03255|PF08659|PF10501|PF13561|PF16320	PKS
GCF_040821045.1	contig_20	deepBGC		0.56056		1916	3195	1279	3	PF02492|PF07883	Unknown
GCF_040821045.1	contig_53	deepBGC		0.58509		0	3366	3366	3	PF00490|PF01709|PF08238	Unknown
GCA_040862505.1	contig_17	antiSMASH	Terpene-precursor		No	1	8364	8364	12	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_040821505.1	contig_14	antiSMASH	Terpene-precursor		No	1	20607	20607	24	DAO|Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_040857625.1	contig_4	deepBGC		0.55421		4340	5126	786	1	PF08003|PF08241|PF08242|PF13489|PF13649|PF13847	Unknown
GCF_003639905.1	contig_13	deepBGC		0.5496		119217	119685	468	1	PF01531	Unknown
GCF_003639905.1	contig_4	deepBGC	Saccharide	0.69004		38329	46895	8566	7	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF02353|PF02784|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13579|PF13649|PF13679|PF13692|PF13847	Terpene
GCF_003639855.1	contig_19	deepBGC	Other	0.70932		37748	42847	5099	4	PF00133|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13489|PF13649|PF13679|PF13847	Terpene
GCF_040821655.1	contig_52	antiSMASH	Terpene-precursor		No	1	9751	9751	13	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_014497525.1	contig_19	deepBGC		0.75185		38725	47296	8571	7	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF02784|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13649|PF13679|PF13692|PF13847	Terpene
GCF_014497415.1	contig_20	deepBGC		0.73203		38481	47541	9060	9	PF00133|PF00534|PF01135|PF01209|PF01406|PF01588|PF01596|PF02353|PF02784|PF03061|PF05175|PF06325|PF07927|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13649|PF13679|PF13692|PF13847|PF15919	Terpene
GCF_014497415.1	contig_3	deepBGC		0.51573		11442	11976	534	1	PF05050	Unknown
GCF_014497415.1	contig_3	deepBGC		0.56398		16779	23432	6653	6	PF00106|PF00398|PF01073|PF01135|PF01370|PF01416|PF02719|PF03739|PF04321|PF07993|PF08659|PF13460|PF13489|PF13561|PF13649|PF13847|PF16363	RiPP
GCA_040861785.1	contig_9	antiSMASH	Terpene-precursor		No	1	60336	60336	61	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_011105755.1	contig_42	deepBGC	Saccharide	0.67611		37848	47861	10013	9	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF02784|PF03061|PF05175|PF06325|PF07510|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13579|PF13649|PF13679|PF13692|PF13847	Terpene
GCF_011105755.1	contig_6	deepBGC	Polyketide	0.71196		2	12571	12569	11	PF00106|PF00107|PF00479|PF00920|PF01073|PF01081|PF01182|PF01262|PF01370|PF01501|PF02685|PF02719|PF02781|PF02826|PF03446|PF04321|PF07719|PF07993|PF08238|PF08240|PF08659|PF13561|PF16363	NRPS_like
GCF_011105755.1	contig_6	deepBGC	RiPP	0.74405		14341	16006	1665	2	PF00268|PF00398|PF01135|PF13649|PF13847	RiPP
GCA_040861745.1	contig_26	antiSMASH	Terpene-precursor		No	1	8951	8951	13	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_040861025.1	contig_8	antiSMASH	Terpene-precursor		No	1	57773	57773	58	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_015904695.1	contig_145	antiSMASH	Terpene-precursor		No	1	3621	3621	6	GTP_cyclohydroI|PTPS|PT_FPPS_like	Terpene
GCF_014496705.1	contig_19	deepBGC		0.55566		4353	5139	786	1	PF08003|PF08241|PF08242|PF13489|PF13649|PF13847	Unknown
GCF_011140425.1	contig_1	deepBGC		0.74183		37594	49236	11642	9	PF00133|PF00534|PF01135|PF01209|PF01406|PF01588|PF01596|PF02353|PF02784|PF03061|PF03235|PF05175|PF06325|PF07510|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13649|PF13679|PF13692|PF13847	Terpene
GCF_014497695.1	contig_9	deepBGC		0.55		33098	33539	441	1	PF01531	Unknown
GCF_014497735.1	contig_14	antiSMASH	Terpene-precursor		No	1	8242	8242	12	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_024407075.1	contig_27	antiSMASH	Terpene-precursor		No	1	68412	68412	76	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_040861705.1	contig_8	deepBGC		0.69206		37590	46158	8568	7	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF02784|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13649|PF13679|PF13692|PF13847	Terpene
GCA_040860925.1	contig_11	deepBGC		0.58448		16548	22833	6285	6	PF00106|PF00398|PF01073|PF01135|PF01370|PF01416|PF02719|PF03739|PF04321|PF07993|PF08659|PF13460|PF13489|PF13561|PF13649|PF13847|PF16363	RiPP
GCF_014498585.1	contig_12	deepBGC		0.61313		104352	107841	3489	3	PF00108|PF00195|PF07451|PF08541|PF08545|PF11697	Unknown
GCF_014498585.1	contig_16	deepBGC		0.65891		31040	39606	8566	7	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF02784|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13649|PF13679|PF13692|PF13847	Terpene
GCF_014498165.1	contig_15	deepBGC		0.80576		17018	24338	7320	12	PF00070|PF00258|PF00342|PF00890|PF01494|PF02130|PF02668|PF03486|PF03597|PF05977|PF07690|PF07992|PF09335|PF12641|PF12724|PF12831|PF13434|PF13450|PF13738	Unknown
GCF_014498165.1	contig_18	deepBGC		0.53206		318	3404	3086	7	PF00069|PF00092|PF01163|PF01636|PF07714|PF13519|PF13672	Unknown
GCF_014498165.1	contig_19	deepBGC	Polyketide	0.56282		16773	23061	6288	6	PF00106|PF00398|PF01073|PF01135|PF01370|PF01416|PF02719|PF03739|PF04321|PF07993|PF08659|PF13489|PF13561|PF13649|PF13847|PF16363	RiPP
GCA_040862405.1	contig_27	antiSMASH	Terpene-precursor		No	1	8386	8386	11	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_014498745	contig_13	GECCO	Unknown	0.994529222052868		123067	126793	3726	5	PF01041|PF06306	Unknown
GCA_024406755.1	contig_19	deepBGC		0.75061		37829	46409	8580	7	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF02784|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13649|PF13679|PF13692|PF13847	Terpene
GCA_040862445.1	contig_23	antiSMASH	Terpene-precursor		No	1	8979	8979	12	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_040821815.1	contig_2	deepBGC		0.53095		41782	42993	1211	3	PF00106|PF00550|PF08659|PF10501|PF13561|PF14573|PF16320	PKS
GCF_040821815.1	contig_33	deepBGC		0.56512		4215	5001	786	1	PF08003|PF08241|PF08242|PF13489|PF13649|PF13847	Unknown
GCF_040821815.1	contig_37	deepBGC		0.55475		0	1050	1050	1	PF01501	NRPS_like
GCF_040821815.1	contig_8	deepBGC		0.52401		14671	15301	630	1	PF00398|PF01135|PF13489|PF13649|PF13847	RiPP
GCF_040821495.1	contig_55	antiSMASH	Terpene-precursor		No	1	56796	56796	58	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|Peptidase_M50|QueE	Terpene
GCF_015904925.1	contig_35	antiSMASH	Terpene-precursor		No	1	8939	8939	11	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_024412295.1	contig_19	antiSMASH	Terpene-precursor		No	1	59421	59421	58	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_040861725.1	contig_9	antiSMASH	Terpene-precursor		No	1	59953	59953	63	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_014497605.1	contig_20	deepBGC		0.51379		43368	44109	741	1	PF01209|PF08241|PF08242|PF13489|PF13649|PF13847	Unknown
GCF_014497605.1	contig_3	deepBGC		0.53102		818	2666	1848	1	PF02784	Unknown
GCF_014497605.1	contig_3	deepBGC	Other	0.63963		4298	9390	5092	4	PF00133|PF01135|PF01209|PF01406|PF01588|PF01596|PF02353|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13489|PF13649|PF13679|PF13847	Terpene
GCF_036455215.1	contig_7	antiSMASH	Terpene-precursor		No	1	57544	57544	56	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_024406245.1	contig_9	deepBGC		0.56582		4305	5091	786	1	PF08003|PF08241|PF08242|PF13489|PF13649|PF13847	Unknown
GCF_014496395.1	contig_15	antiSMASH	Terpene-precursor		No	1	8299	8299	12	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_015905125.1	contig_20	antiSMASH	Terpene-precursor		No	1	9063	9063	12	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_003639565.1	contig_10	deepBGC	RiPP	0.57533		0	123	123	1	PF00005|PF02463|PF13476|PF13555	RiPP
GCF_003639565.1	contig_10	deepBGC	RiPP	0.58707		2071	3235	1164	1	PF02624	RiPP
GCF_003639565.1	contig_3	deepBGC		0.6828		39026	45768	6742	6	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13649|PF13679|PF13692|PF13847	Terpene
GCF_015904825.1	contig_21	antiSMASH	Terpene-precursor		No	1	8040	8040	12	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_003382505.1	contig_13	deepBGC	Other	0.7124		109213	114301	5088	4	PF00133|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13489|PF13649|PF13679|PF13847	Terpene
GCF_040820855.1	contig_81	antiSMASH	Terpene-precursor		No	1	10165	10165	14	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_011140475.1	contig_4	antiSMASH	Terpene-precursor		No	1	10107	10107	12	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_003640025.1	contig_26	deepBGC	Saccharide	0.68934		38490	47071	8581	7	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF02353|PF02784|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13579|PF13649|PF13679|PF13692|PF13847	Terpene
GCF_003640025.1	contig_8	deepBGC		0.50073		5048	5348	300	1	PF07883	Unknown
GCA_024407045.1	contig_23	deepBGC	Other	0.7141		37600	42691	5091	4	PF00133|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF03399|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13489|PF13649|PF13679|PF13847	Terpene
GCA_024407385.1	contig_3	deepBGC		0.51403		9792	10590	798	1	PF08003|PF08241|PF08242|PF13489|PF13649|PF13847	Unknown
GCF_011140595.1	contig_2	antiSMASH	Terpene-precursor		No	1	11162	11162	13	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_040861485.1	contig_27	deepBGC		0.63573		140	5689	5549	5	PF00133|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13489|PF13649|PF13679|PF13847	Terpene
GCA_024406375.1	contig_15	antiSMASH	Terpene-precursor		No	1	60381	60381	63	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_024406375.1	contig_6	antiSMASH	Azole-containing-RiPP		No	1	13853	13853	15	PF00881|YcaO	Unknown
GCA_040861305.1	contig_7	antiSMASH	Terpene-precursor		No	1	75699	75699	80	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|Pkinase|QueE	Terpene
GCF_014497485.1	contig_13	antiSMASH	Terpene-precursor		No	1	9461	9461	13	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_014497635.1	contig_1	deepBGC		0.56888		339307	340525	1218	2	PF01209|PF03653|PF05425|PF08241|PF08242|PF13489|PF13649|PF13847	Unknown
GCF_014497635.1	contig_2	deepBGC		0.79221		38011	49616	11605	10	PF00133|PF00534|PF01135|PF01209|PF01406|PF01588|PF01596|PF02353|PF02784|PF03061|PF03235|PF05175|PF06325|PF07510|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13649|PF13679|PF13692|PF13847	Terpene
GCF_014497635.1	contig_6	deepBGC		0.50914		4831	5131	300	1	PF07883	Unknown
GCF_015904535.1	contig_22	antiSMASH	Terpene-precursor		No	1	25830	25830	32	Fer4_12|GTP_cyclohydroI|PF00881|PTPS|PT_FPPS_like|QueE	Terpene
GCA_024412315.1	contig_32	deepBGC		0.51003		338	1736	1398	1	PF02521	Unknown
